Africa,Abidjan,1
Africa,Accra,2
Africa,Addis_Ababa,3
Africa,Algiers,4
Africa,Asmara,5
Africa,Asmera,6
Africa,Bamako,7
Africa,Bangui,8
Africa,Banjul,9
Africa,Bissau,10
Africa,Blantyre,11
Africa,Brazzaville,12
Africa,Bujumbura,13
Africa,Cairo,14
Africa,Casablanca,15
Africa,Ceuta,16
Africa,Conakry,17
Africa,Dakar,18
Africa,Dar_es_Salaam,19
Africa,Djibouti,20
Africa,Douala,21
Africa,El_Aaiun,22
Africa,Freetown,23
Africa,Gaborone,24
Africa,Harare,25
Africa,Johannesburg,26
Africa,Juba,27
Africa,Kampala,28
Africa,Khartoum,29
Africa,Kigali,30
Africa,Kinshasa,31
Africa,Lagos,32
Africa,Libreville,33
Africa,Lome,34
Africa,Luanda,35
Africa,Lubumbashi,36
Africa,Lusaka,37
Africa,Malabo,38
Africa,Maputo,39
Africa,Maseru,40
Africa,Mbabane,41
Africa,Mogadishu,42
Africa,Monrovia,43
Africa,Nairobi,44
Africa,Ndjamena,45
Africa,Niamey,46
Africa,Nouakchott,47
Africa,Ouagadougou,48
Africa,Porto-Novo,49
Africa,Sao_Tome,50
Africa,Timbuktu,51
Africa,Tripoli,52
Africa,Tunis,53
Africa,Windhoek,54
America,Adak,1
America,Anchorage,2
America,Anguilla,3
America,Antigua,4
America,Araguaina,5
America,Argentina,6
America,Buenos_Aires,7
America,Argentina,8
America,Catamarca,9
America,Argentina,10
America,ComodRivadavia,11
America,Argentina,12
America,Cordoba,13
America,Argentina,14
America,Jujuy,15
America,Argentina,16
America,La_Rioja,17
America,Argentina,18
America,Mendoza,19
America,Argentina,20
America,Rio_Gallegos,21
America,Argentina,22
America,Salta,23
America,Argentina,24
America,San_Juan,25
America,Argentina,26
America,San_Luis,27
America,Argentina,28
America,Tucuman,29
America,Argentina,30
America,Ushuaia,31
America,Aruba,32
America,Asuncion,33
America,Atikokan,34
America,Atka,35
America,Bahia,36
America,Bahia_Banderas,37
America,Barbados,38
America,Belem,39
America,Belize,40
America,Blanc-Sablon,41
America,Boa_Vista,42
America,Bogota,43
America,Boise,44
America,Buenos_Aires,45
America,Cambridge_Bay,46
America,Campo_Grande,47
America,Cancun,48
America,Caracas,49
America,Catamarca,50
America,Cayenne,51
America,Cayman,52
America,Chicago,53
America,Chihuahua,54
America,Coral_Harbour,55
America,Cordoba,56
America,Costa_Rica,57
America,Creston,58
America,Cuiaba,59
America,Curacao,60
America,Danmarkshavn,61
America,Dawson,62
America,Dawson_Creek,63
America,Denver,64
America,Detroit,65
America,Dominica,66
America,Edmonton,67
America,Eirunepe,68
America,El_Salvador,69
America,Ensenada,70
America,Fort_Wayne,71
America,Fortaleza,72
America,Glace_Bay,73
America,Godthab,74
America,Goose_Bay,75
America,Grand_Turk,76
America,Grenada,77
America,Guadeloupe,78
America,Guatemala,79
America,Guayaquil,80
America,Guyana,81
America,Halifax,82
America,Havana,83
America,Hermosillo,84
America,Indiana,85
America,Indianapolis,86
America,Indiana,87
America,Knox,88
America,Indiana,89
America,Marengo,90
America,Indiana,91
America,Petersburg,92
America,Indiana,93
America,Tell_City,94
America,Indiana,95
America,Vevay,96
America,Indiana,97
America,Vincennes,98
America,Indiana,99
America,Winamac,100
America,Indianapolis,101
America,Inuvik,102
America,Iqaluit,103
America,Jamaica,104
America,Jujuy,105
America,Juneau,106
America,Kentucky,107
America,Louisville,108
America,Kentucky,109
America,Monticello,110
America,Knox_IN,111
America,Kralendijk,112
America,La_Paz,113
America,Lima,114
America,Los_Angeles,115
America,Louisville,116
America,Lower_Princes,117
America,Maceio,118
America,Managua,119
America,Manaus,120
America,Marigot,121
America,Martinique,122
America,Matamoros,123
America,Mazatlan,124
America,Mendoza,125
America,Menominee,126
America,Merida,127
America,Metlakatla,128
America,Mexico_City,129
America,Miquelon,130
America,Moncton,131
America,Monterrey,132
America,Montevideo,133
America,Montreal,134
America,Montserrat,135
America,Nassau,136
America,New_York,137
America,Nipigon,138
America,Nome,139
America,Noronha,140
America,North_Dakota,141
America,Beulah,142
America,North_Dakota,143
America,Center,144
America,North_Dakota,145
America,New_Salem,146
America,Ojinaga,147
America,Panama,148
America,Pangnirtung,149
America,Paramaribo,150
America,Phoenix,151
America,Port-au-Prince,152
America,Port_of_Spain,153
America,Porto_Acre,154
America,Porto_Velho,155
America,Puerto_Rico,156
America,Rainy_River,157
America,Rankin_Inlet,158
America,Recife,159
America,Regina,160
America,Resolute,161
America,Rio_Branco,162
America,Rosario,163
America,Santa_Isabel,164
America,Santarem,165
America,Santiago,166
America,Santo_Domingo,167
America,Sao_Paulo,168
America,Scoresbysund,169
America,Shiprock,170
America,Sitka,171
America,St_Barthelemy,172
America,St_Johns,173
America,St_Kitts,174
America,St_Lucia,175
America,St_Thomas,176
America,St_Vincent,177
America,Swift_Current,178
America,Tegucigalpa,179
America,Thule,180
America,Thunder_Bay,181
America,Tijuana,182
America,Toronto,183
America,Tortola,184
America,Vancouver,185
America,Virgin,186
America,Whitehorse,187
America,Winnipeg,188
America,Yakutat,189
America,Yellowknife,190
Antarctica,Casey,1
Antarctica,Davis,2
Antarctica,DumontDUrville,3
Antarctica,Macquarie,4
Antarctica,Mawson,5
Antarctica,McMurdo,6
Antarctica,Palmer,7
Antarctica,Rothera,8
Antarctica,South_Pole,9
Antarctica,Syowa,10
Antarctica,Troll,11
Antarctica,Vostok,12
Arctic,['Longyearbyen'],1
Asia,Aden,1
Asia,Almaty,2
Asia,Amman,3
Asia,Anadyr,4
Asia,Aqtau,5
Asia,Aqtobe,6
Asia,Ashgabat,7
Asia,Ashkhabad,8
Asia,Baghdad,9
Asia,Bahrain,10
Asia,Baku,11
Asia,Bangkok,12
Asia,Beirut,13
Asia,Bishkek,14
Asia,Brunei,15
Asia,Calcutta,16
Asia,Chita,17
Asia,Choibalsan,18
Asia,Chongqing,19
Asia,Chungking,20
Asia,Colombo,21
Asia,Dacca,22
Asia,Damascus,23
Asia,Dhaka,24
Asia,Dili,25
Asia,Dubai,26
Asia,Dushanbe,27
Asia,Gaza,28
Asia,Harbin,29
Asia,Hebron,30
Asia,Ho_Chi_Minh,31
Asia,Hong_Kong,32
Asia,Hovd,33
Asia,Irkutsk,34
Asia,Istanbul,35
Asia,Jakarta,36
Asia,Jayapura,37
Asia,Jerusalem,38
Asia,Kabul,39
Asia,Kamchatka,40
Asia,Karachi,41
Asia,Kashgar,42
Asia,Kathmandu,43
Asia,Katmandu,44
Asia,Khandyga,45
Asia,Kolkata,46
Asia,Krasnoyarsk,47
Asia,Kuala_Lumpur,48
Asia,Kuching,49
Asia,Kuwait,50
Asia,Macao,51
Asia,Macau,52
Asia,Magadan,53
Asia,Makassar,54
Asia,Manila,55
Asia,Muscat,56
Asia,Nicosia,57
Asia,Novokuznetsk,58
Asia,Novosibirsk,59
Asia,Omsk,60
Asia,Oral,61
Asia,Phnom_Penh,62
Asia,Pontianak,63
Asia,Pyongyang,64
Asia,Qatar,65
Asia,Qyzylorda,66
Asia,Rangoon,67
Asia,Riyadh,68
Asia,Saigon,69
Asia,Sakhalin,70
Asia,Samarkand,71
Asia,Seoul,72
Asia,Shanghai,73
Asia,Singapore,74
Asia,Srednekolymsk,75
Asia,Taipei,76
Asia,Tashkent,77
Asia,Tbilisi,78
Asia,Tehran,79
Asia,Tel_Aviv,80
Asia,Thimbu,81
Asia,Thimphu,82
Asia,Tokyo,83
Asia,Ujung_Pandang,84
Asia,Ulaanbaatar,85
Asia,Ulan_Bator,86
Asia,Urumqi,87
Asia,Ust-Nera,88
Asia,Vientiane,89
Asia,Vladivostok,90
Asia,Yakutsk,91
Asia,Yekaterinburg,92
Asia,Yerevan,93
Atlantic,Azores,1
Atlantic,Bermuda,2
Atlantic,Canary,3
Atlantic,Cape_Verde,4
Atlantic,Faeroe,5
Atlantic,Faroe,6
Atlantic,Jan_Mayen,7
Atlantic,Madeira,8
Atlantic,Reykjavik,9
Atlantic,South_Georgia,10
Atlantic,St_Helena,11
Atlantic,Stanley,12
Australia,ACT,1
Australia,Adelaide,2
Australia,Brisbane,3
Australia,Broken_Hill,4
Australia,Canberra,5
Australia,Currie,6
Australia,Darwin,7
Australia,Eucla,8
Australia,Hobart,9
Australia,LHI,10
Australia,Lindeman,11
Australia,Lord_Howe,12
Australia,Melbourne,13
Australia,NSW,14
Australia,North,15
Australia,Perth,16
Australia,Queensland,17
Australia,South,18
Australia,Sydney,19
Australia,Tasmania,20
Australia,Victoria,21
Australia,West,22
Australia,Yancowinna,23
Brazil,Acre,1
Brazil,DeNoronha,2
Brazil,East,3
Brazil,West,4
CET, ,0
CST6CDT, ,0
Canada,Atlantic,1
Canada,Central,2
Canada,East-Saskatchewan,3
Canada,Eastern,4
Canada,Mountain,5
Canada,Newfoundland,6
Canada,Pacific,7
Canada,Saskatchewan,8
Canada,Yukon,9
Chile,Continental,1
Chile,EasterIsland,2
Cuba, ,0
EET, ,0
EST, ,0
EST5EDT, ,0
Egypt, ,0
Eire, ,0
Etc,GMT+0,1
Etc,GMT+1,2
Etc,GMT+10,3
Etc,GMT+11,4
Etc,GMT+12,5
Etc,GMT+2,6
Etc,GMT+3,7
Etc,GMT+4,8
Etc,GMT+5,9
Etc,GMT+6,10
Etc,GMT+7,11
Etc,GMT+8,12
Etc,GMT+9,13
Etc,GMT-0,14
Etc,GMT-1,15
Etc,GMT-10,16
Etc,GMT-11,17
Etc,GMT-12,18
Etc,GMT-13,19
Etc,GMT-14,20
Etc,GMT-2,21
Etc,GMT-3,22
Etc,GMT-4,23
Etc,GMT-5,24
Etc,GMT-6,25
Etc,GMT-7,26
Etc,GMT-8,27
Etc,GMT-9,28
Etc,GMT,29
Etc,GMT0,30
Etc,Greenwich,31
Etc,UCT,32
Etc,UTC,33
Etc,Universal,34
Etc,Zulu,35
Europe,Amsterdam,1
Europe,Andorra,2
Europe,Athens,3
Europe,Belfast,4
Europe,Belgrade,5
Europe,Berlin,6
Europe,Bratislava,7
Europe,Brussels,8
Europe,Bucharest,9
Europe,Budapest,10
Europe,Busingen,11
Europe,Chisinau,12
Europe,Copenhagen,13
Europe,Dublin,14
Europe,Gibraltar,15
Europe,Guernsey,16
Europe,Helsinki,17
Europe,Isle_of_Man,18
Europe,Istanbul,19
Europe,Jersey,20
Europe,Kaliningrad,21
Europe,Kiev,22
Europe,Lisbon,23
Europe,Ljubljana,24
Europe,London,25
Europe,Luxembourg,26
Europe,Madrid,27
Europe,Malta,28
Europe,Mariehamn,29
Europe,Minsk,30
Europe,Monaco,31
Europe,Moscow,32
Europe,Nicosia,33
Europe,Oslo,34
Europe,Paris,35
Europe,Podgorica,36
Europe,Prague,37
Europe,Riga,38
Europe,Rome,39
Europe,Samara,40
Europe,San_Marino,41
Europe,Sarajevo,42
Europe,Simferopol,43
Europe,Skopje,44
Europe,Sofia,45
Europe,Stockholm,46
Europe,Tallinn,47
Europe,Tirane,48
Europe,Tiraspol,49
Europe,Uzhgorod,50
Europe,Vaduz,51
Europe,Vatican,52
Europe,Vienna,53
Europe,Vilnius,54
Europe,Volgograd,55
Europe,Warsaw,56
Europe,Zagreb,57
Europe,Zaporozhye,58
Europe,Zurich,59
GB-Eire, ,0
GB, ,0
GMT+0, ,0
GMT-0, ,0
GMT, ,0
GMT0, ,0
Greenwich, ,0
HST, ,0
Hongkong, ,0
Iceland, ,0
Indian,Antananarivo,1
Indian,Chagos,2
Indian,Christmas,3
Indian,Cocos,4
Indian,Comoro,5
Indian,Kerguelen,6
Indian,Mahe,7
Indian,Maldives,8
Indian,Mauritius,9
Indian,Mayotte,10
Indian,Reunion,11
Iran, ,0
Israel, ,0
Jamaica, ,0
Japan, ,0
Kwajalein, ,0
Libya, ,0
MET, ,0
MST, ,0
MST7MDT, ,0
Mexico,BajaNorte,1
Mexico,BajaSur,2
Mexico,General,3
NZ-CHAT, ,0
NZ, ,0
Navajo, ,0
PRC, ,0
PST8PDT, ,0
Pacific,Apia,1
Pacific,Auckland,2
Pacific,Bougainville,3
Pacific,Chatham,4
Pacific,Chuuk,5
Pacific,Easter,6
Pacific,Efate,7
Pacific,Enderbury,8
Pacific,Fakaofo,9
Pacific,Fiji,10
Pacific,Funafuti,11
Pacific,Galapagos,12
Pacific,Gambier,13
Pacific,Guadalcanal,14
Pacific,Guam,15
Pacific,Honolulu,16
Pacific,Johnston,17
Pacific,Kiritimati,18
Pacific,Kosrae,19
Pacific,Kwajalein,20
Pacific,Majuro,21
Pacific,Marquesas,22
Pacific,Midway,23
Pacific,Nauru,24
Pacific,Niue,25
Pacific,Norfolk,26
Pacific,Noumea,27
Pacific,Pago_Pago,28
Pacific,Palau,29
Pacific,Pitcairn,30
Pacific,Pohnpei,31
Pacific,Ponape,32
Pacific,Port_Moresby,33
Pacific,Rarotonga,34
Pacific,Saipan,35
Pacific,Samoa,36
Pacific,Tahiti,37
Pacific,Tarawa,38
Pacific,Tongatapu,39
Pacific,Truk,40
Pacific,Wake,41
Pacific,Wallis,42
Pacific,Yap,43
Poland, ,0
Portugal, ,0
ROC, ,0
ROK, ,0
Singapore, ,0
Turkey, ,0
UCT, ,0
US,Alaska,1
US,Aleutian,2
US,Arizona,3
US,Central,4
US,East-Indiana,5
US,Eastern,6
US,Hawaii,7
US,Indiana-Starke,8
US,Michigan,9
US,Mountain,10
US,Pacific-New,11
US,Pacific,12
US,Samoa,13
UTC, ,0
Universal, ,0
W-SU, ,0
WET, ,0
Zulu, ,0
